1.000,1.000,0.000,0.100,0.000,0.000
2.000,1.000,0.000,0.100,0.000,0.000
3.000,1.000,0.000,0.100,0.000,0.000
4.000,1.000,0.000,0.100,0.000,0.000
5.000,1.000,0.000,0.100,0.000,0.000
6.000,1.000,0.000,0.100,-0.470,0.000
7.000,1.000,0.000,0.100,0.000,0.000
8.000,1.000,0.000,0.100,0.000,0.000
9.000,1.000,0.000,0.100,0.000,0.000
10.000,1.000,0.000,0.100,0.000,0.000
11.000,1.000,0.000,0.100,0.000,0.000
12.000,1.000,0.000,0.100,0.000,0.000
13.000,1.000,0.000,0.100,0.000,0.000
14.000,1.000,0.000,0.100,0.000,0.000
15.000,1.000,0.000,0.100,0.000,0.000
16.000,1.000,0.000,0.100,0.000,0.000
17.000,1.000,0.000,0.100,0.000,0.000
18.000,1.000,0.000,0.100,0.000,0.000
19.000,1.000,0.000,0.100,0.000,0.000
20.000,1.000,0.000,0.100,0.000,0.000
21.000,1.000,0.000,0.100,0.000,0.000
22.000,1.000,0.000,0.100,0.000,0.000
23.000,1.000,0.000,0.100,0.000,0.000
24.000,1.000,0.000,0.100,0.000,0.000
25.000,1.000,0.000,0.100,0.000,0.000
26.000,1.000,0.000,0.100,0.000,0.000
27.000,1.000,0.000,0.100,0.000,0.000
28.000,1.000,0.000,0.100,0.000,0.000
29.000,1.000,0.000,0.100,0.000,0.000
30.000,1.000,0.000,0.100,0.000,0.000
31.000,1.000,0.000,0.100,0.000,0.000
32.000,1.000,0.000,0.100,0.000,0.000
33.000,1.000,0.000,0.100,0.000,0.000
34.000,1.000,0.000,0.100,0.000,0.000
35.000,1.000,0.000,0.100,0.000,0.000
36.000,1.000,0.000,0.100,0.000,0.000
37.000,1.000,0.000,0.100,0.000,0.000
38.000,1.000,0.000,0.100,0.000,0.000
39.000,1.000,0.000,0.100,0.000,0.000
40.000,1.000,0.000,0.100,0.000,0.000
41.000,1.000,0.000,0.100,0.000,0.000
42.000,1.000,0.000,0.100,0.000,0.000
43.000,1.000,0.000,0.100,0.000,0.000
44.000,1.000,0.000,0.100,0.000,0.000
45.000,1.000,0.000,0.100,0.000,0.000
46.000,1.000,0.000,0.100,0.000,0.000
47.000,1.000,0.000,0.100,0.000,0.000
48.000,1.000,0.000,0.100,0.000,0.000
49.000,1.000,0.000,0.100,0.000,0.000
50.000,1.000,0.000,0.100,0.000,0.000
51.000,1.000,0.000,0.100,-0.044,0.000
52.000,1.000,0.000,0.100,0.000,0.000
53.000,1.000,0.000,0.100,0.000,0.000
54.000,1.000,0.000,0.100,0.000,0.000
55.000,1.000,0.000,0.100,0.000,0.000
56.000,1.000,0.000,0.100,0.000,0.000
57.000,1.000,0.000,0.100,0.000,0.000
58.000,1.000,0.000,0.100,0.000,0.000
59.000,1.000,0.000,0.100,0.000,0.000
60.000,1.000,0.000,0.100,0.000,0.000
61.000,1.000,0.000,0.100,0.000,0.000
62.000,1.000,0.000,0.100,0.000,0.000
63.000,1.000,0.000,0.100,0.000,0.000
64.000,1.000,0.000,0.100,0.000,0.000
65.000,1.000,0.000,0.100,0.000,0.000
66.000,1.000,0.000,0.100,0.000,0.000
67.000,1.000,0.000,0.100,0.000,0.000
68.000,1.000,0.000,0.100,0.000,0.000
69.000,1.000,0.000,0.100,0.000,0.000
70.000,1.000,0.000,0.100,0.000,0.000
71.000,1.000,0.000,0.100,0.000,0.000
72.000,1.000,0.000,0.100,0.000,0.000
73.000,1.000,0.000,0.100,0.000,0.000
74.000,1.000,0.000,0.100,0.000,0.000
75.000,1.000,0.000,0.100,0.000,0.000
76.000,1.000,0.000,0.100,0.000,0.000
77.000,1.000,0.000,0.100,0.000,0.000
78.000,1.000,0.000,0.100,0.000,0.000
79.000,1.000,0.000,0.100,0.000,0.000
80.000,1.000,0.000,0.100,0.000,0.000
81.000,1.000,0.000,0.100,0.000,0.000
82.000,1.000,0.000,0.100,0.000,0.000
83.000,1.000,0.000,0.100,0.000,0.000
84.000,1.000,0.000,0.100,0.000,0.000
85.000,1.000,0.000,0.100,0.000,0.000
86.000,1.000,0.000,0.100,0.000,0.000
87.000,1.000,0.000,0.100,0.000,0.000
88.000,1.000,0.000,0.100,0.000,0.000
89.000,1.000,0.000,0.100,0.000,0.000
90.000,1.000,0.000,0.100,0.000,0.000
91.000,1.000,0.000,0.100,0.000,0.000
92.000,1.000,0.000,0.100,0.000,0.000
93.000,1.000,0.000,0.100,0.000,0.000
94.000,1.000,0.000,0.100,0.000,0.000
95.000,1.000,0.000,0.100,0.000,0.000
96.000,1.000,0.000,0.100,0.000,0.000
97.000,1.000,0.000,0.100,0.000,0.000
98.000,1.000,0.000,0.100,0.000,0.000
99.000,1.000,0.000,0.100,0.000,0.000
100.000,1.000,0.000,0.100,0.000,0.000
1.000,1.000,0.000,1.100,0.103,0.000
2.000,1.000,0.000,1.100,0.643,0.000
3.000,1.000,0.000,1.100,-0.033,-0.136
4.000,1.000,0.000,1.100,-0.146,0.000
5.000,1.000,0.000,1.100,0.094,0.000
6.000,1.000,0.000,1.100,-0.442,0.000
7.000,1.000,0.000,1.100,0.535,0.000
8.000,1.000,0.000,1.100,-1.150,0.000
9.000,1.000,0.000,1.100,0.699,0.000
10.000,1.000,0.000,1.100,0.257,0.000
11.000,1.000,0.000,1.100,-0.751,0.000
12.000,1.000,0.000,1.100,-0.181,0.000
13.000,1.000,0.000,1.100,-0.606,0.000
14.000,1.000,0.000,1.100,0.299,-0.136
15.000,1.000,0.000,1.100,0.699,0.000
16.000,1.000,0.000,1.100,-0.711,0.000
17.000,1.000,0.000,1.100,-0.300,0.000
18.000,1.000,0.000,1.100,-0.578,0.000
19.000,1.000,0.000,1.100,-0.045,0.000
20.000,1.000,0.000,1.100,-0.805,0.000
21.000,1.000,0.000,1.100,-0.687,0.000
22.000,1.000,0.000,1.100,-0.164,0.000
23.000,1.000,0.000,1.100,-0.444,0.000
24.000,1.000,0.000,1.100,-0.206,0.000
25.000,1.000,0.000,1.100,-0.709,0.000
26.000,1.000,0.000,1.100,-0.709,0.000
27.000,1.000,0.000,1.100,-0.442,0.000
28.000,1.000,0.000,1.100,0.535,0.000
29.000,1.000,0.000,1.100,0.644,0.153
30.000,1.000,0.000,1.100,0.666,0.000
31.000,1.000,0.000,1.100,-0.197,0.000
32.000,1.000,0.000,1.100,0.243,0.000
33.000,1.000,0.000,1.100,0.545,0.000
34.000,1.000,0.000,1.100,-0.987,0.000
35.000,1.000,0.000,1.100,-0.138,0.000
36.000,1.000,0.000,1.100,-0.035,0.153
37.000,1.000,0.000,1.100,-0.199,-0.136
38.000,1.000,0.000,1.100,-0.409,0.000
39.000,1.000,0.000,1.100,0.366,0.000
40.000,1.000,0.000,1.100,0.399,0.000
41.000,1.000,0.000,1.100,-0.146,0.000
42.000,1.000,0.000,1.100,0.502,0.000
43.000,1.000,0.000,1.100,0.154,0.000
44.000,1.000,0.000,1.100,-0.409,0.000
45.000,1.000,0.000,1.100,-0.248,0.000
46.000,1.000,0.000,1.100,0.201,0.000
47.000,1.000,0.000,1.100,-0.166,0.000
48.000,1.000,0.000,1.100,0.399,0.000
49.000,1.000,0.000,1.100,-0.327,0.000
50.000,1.000,0.000,1.100,0.094,0.000
51.000,1.000,0.000,1.100,0.263,0.000
52.000,1.000,0.000,1.100,0.808,0.000
53.000,1.000,0.000,1.100,-0.453,0.000
54.000,1.000,0.000,1.100,0.366,0.000
55.000,1.000,0.000,1.100,0.399,0.000
56.000,1.000,0.000,1.100,-0.409,0.000
57.000,1.000,0.000,1.100,-0.179,0.000
58.000,1.000,0.000,1.100,-0.197,0.000
59.000,1.000,0.000,1.100,-0.709,0.000
60.000,1.000,0.000,1.100,-0.306,0.000
61.000,1.000,0.000,1.100,0.666,0.000
62.000,1.000,0.000,1.100,0.100,0.000
63.000,1.000,0.000,1.100,0.399,0.000
64.000,1.000,0.000,1.100,0.535,0.000
65.000,1.000,0.000,1.100,-0.444,0.000
66.000,1.000,0.000,1.100,-0.000,0.000
67.000,1.000,0.000,1.100,-0.309,0.000
68.000,1.000,0.000,1.100,-0.344,0.000
69.000,1.000,0.000,1.100,0.257,0.000
70.000,1.000,0.000,1.100,-0.246,0.000
71.000,1.000,0.000,1.100,0.154,0.000
72.000,1.000,0.000,1.100,-0.000,0.000
73.000,1.000,0.000,1.100,-0.442,0.000
74.000,1.000,0.000,1.100,-0.309,0.000
75.000,1.000,0.000,1.100,-0.442,0.000
76.000,1.000,0.000,1.100,-0.606,0.000
77.000,1.000,0.000,1.100,-0.146,0.000
78.000,1.000,0.000,1.100,1.106,0.000
79.000,1.000,0.000,1.100,-0.042,0.000
80.000,1.000,0.000,1.100,-0.442,0.000
81.000,1.000,0.000,1.100,0.236,0.000
82.000,1.000,0.000,1.100,0.100,0.000
83.000,1.000,0.000,1.100,-0.044,0.000
84.000,1.000,0.000,1.100,0.161,0.000
85.000,1.000,0.000,1.100,0.203,0.000
86.000,1.000,0.000,1.100,-0.143,0.000
87.000,1.000,0.000,1.100,0.408,0.000
88.000,1.000,0.000,1.100,0.263,0.000
89.000,1.000,0.000,1.100,0.100,0.000
90.000,1.000,0.000,1.100,-0.143,0.000
91.000,1.000,0.000,1.100,0.666,0.000
92.000,1.000,0.000,1.100,-0.451,0.000
93.000,1.000,0.000,1.100,0.399,0.000
94.000,1.000,0.000,1.100,0.644,0.000
95.000,1.000,0.000,1.100,-0.197,0.000
96.000,1.000,0.000,1.100,0.161,0.000
97.000,1.000,0.000,1.100,-0.453,0.000
98.000,1.000,0.000,1.100,0.545,0.000
99.000,1.000,0.000,1.100,-0.010,0.000
100.000,1.000,0.000,1.100,0.299,0.000
